,NU_INSCRICAO,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_ST_CONCLUSAO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,NU_NOTA_REDACAO,ESC_PAI,ESC_MAE,PESSOAS_RESIDENCIA,BANHEIRO,QUARTOS,CARRO,CELULAR,FIXO,COMPUTADOR,INTERNET,Q026,TIPO_EM,RENDA,NOTA_TESTES,NOTA_ENEM
139407,170002152771,PR,17.0,F,0.0,2,0,580.3,606.3,601.7,447.3,0,760.0,E,E,4.0,B,C,B,D,A,A,B,B,A,2375.163223774582,2235.6,2995.6
108106,170004823959,RJ,19.0,M,0.0,2,0,451.8,373.1,450.0,454.7,1,360.0,C,C,4.0,B,C,B,D,A,B,B,B,A,2496.157013091817,1729.6,2089.600000000001
169595,170004038009,AM,22.0,F,0.0,1,0,401.8,488.0,487.9,372.2,1,400.0,B,B,13.0,B,D,A,E,A,A,A,A,A,1397.7540547838323,1749.9,2149.9
33506,170005108456,TO,19.0,M,0.0,1,0,437.3,446.5,450.1,659.6,0,480.0,E,D,2.0,C,C,A,C,B,B,B,A,A,2406.6650376245616,1993.5,2473.5
5715,170003171512,SP,21.0,M,0.0,1,0,421.7,552.2,507.9,452.5,0,480.0,E,E,3.0,B,B,B,E,A,C,B,A,A,2146.0940262664526,1934.3,2414.3
135225,170002071655,MG,20.0,M,0.0,1,0,610.5,626.6,584.2,833.9,0,600.0,G,F,3.0,B,D,B,D,B,D,B,A,A,7948.8077088698365,2655.2,3255.2
152213,170006080688,MG,40.0,F,0.0,1,0,468.2,525.4,500.8,422.8,1,460.0,A,A,1.0,B,B,A,B,A,B,B,A,A,282.6950067563053,1917.2,2377.2
88296,170003894600,BA,21.0,M,0.0,1,0,506.2,415.9,423.8,441.4,1,520.0,E,E,3.0,C,D,A,D,A,A,A,A,A,1509.1057658320535,1787.2999999999995,2307.3
149280,170003699359,PR,15.0,F,0.0,3,1,597.4,556.5,541.9,712.4,0,500.0,G,G,2.0,C,D,B,C,A,C,B,C,D,3193.7045237066113,2408.2000000000007,2908.200000000001
63959,170003477904,RS,16.0,F,0.0,3,1,446.0,546.4,539.3,372.4,1,580.0,D,E,4.0,B,C,A,C,A,A,A,C,A,1145.8034204134046,1904.1,2484.1
133031,170000085523,PE,17.0,F,0.0,3,1,468.0,543.7,533.8,460.2,0,720.0,C,D,3.0,B,C,A,C,A,A,A,C,A,974.7946307108496,2005.7,2725.7
78953,170006714421,RJ,29.0,M,,1,0,556.7,589.0,561.4,525.3,1,660.0,D,D,2.0,B,C,B,C,A,B,B,A,A,2696.135102514293,2232.4,2892.4
170393,170006577311,RJ,45.0,M,0.0,1,0,537.1,469.8,505.0,474.7,0,400.0,C,B,2.0,B,B,A,C,B,A,B,A,D,2343.263686132359,1986.6,2386.600000000001
32853,170001923737,PI,22.0,M,0.0,1,0,574.4,519.1,497.6,753.9,0,880.0,H,G,3.0,B,D,B,C,B,B,B,A,D,3300.251377694944,2345.0,3225.0
152194,170000343526,GO,30.0,F,1.0,1,0,481.0,576.7,536.0,487.1,1,480.0,E,E,3.0,B,B,A,C,A,A,A,A,C,441.4521493793537,2080.8,2560.8
86439,170004335532,PB,39.0,M,1.0,1,0,530.8,635.2,614.8,759.9,0,740.0,B,B,4.0,B,C,A,C,A,A,A,A,A,1974.6708440443426,2540.7,3280.7
24746,170001815260,MG,18.0,M,0.0,2,0,608.0,629.2,567.8,675.9,1,900.0,H,G,3.0,B,C,A,B,A,B,B,B,A,5152.496486484314,2480.9,3380.9
32557,170000109835,RS,22.0,F,0.0,1,0,554.5,616.6,609.8,577.3,1,720.0,D,D,7.0,B,C,B,E,A,A,A,A,A,2174.362180366327,2358.2,3078.2
162577,170001090905,PA,23.0,M,0.0,1,0,490.4,509.6,523.8,410.3,1,520.0,E,E,3.0,B,C,A,D,A,B,A,A,A,986.1935128380806,1934.1,2454.1
52215,170004975664,GO,16.0,M,0.0,3,1,479.6,436.3,423.5,391.4,1,480.0,G,E,6.0,B,D,B,E,B,C,B,C,E,2006.593492620865,1730.8000000000006,2210.8
7227,170004645946,PA,29.0,F,0.0,1,0,531.6,431.2,533.7,472.9,1,620.0,C,C,3.0,B,B,A,C,B,B,B,A,A,642.8167768490038,1969.4,2589.4
145311,170005672533,MA,17.0,F,0.0,2,0,441.7,458.0,412.5,515.2,1,380.0,E,E,3.0,B,D,A,B,A,A,B,B,A,1227.7749153201835,1827.4,2207.4
189391,170002062988,SP,17.0,M,0.0,2,0,524.0,514.9,536.3,536.0,0,620.0,F,G,4.0,C,D,C,E,B,C,B,B,D,7272.364082521704,2111.2,2731.2
106503,170005146647,MS,19.0,F,0.0,2,0,578.3,545.8,574.2,500.5,1,820.0,E,G,3.0,B,D,B,C,B,B,B,B,B,1503.1568786633884,2198.8,3018.8
34380,170003410982,BA,18.0,F,0.0,1,0,487.3,565.4,521.6,485.9,0,840.0,C,E,3.0,B,D,B,D,A,A,A,A,A,1120.9921828981167,2060.2000000000007,2900.200000000001
119719,170001660970,RJ,24.0,F,0.0,1,0,485.4,491.7,470.9,418.0,1,440.0,B,E,4.0,B,B,A,D,A,B,B,A,A,2584.126574682716,1866.0,2306.0
53497,170006457069,SC,18.0,M,0.0,1,0,491.7,571.8,531.1,530.8,0,480.0,D,B,4.0,C,D,B,D,A,B,B,A,A,1182.8852665488655,2125.4,2605.4
65903,170005886484,SP,17.0,M,0.0,2,0,555.7,620.4,546.3,755.8,0,800.0,C,C,7.0,B,C,A,E,B,B,B,B,A,1765.4459129520346,2478.2,3278.2
148826,170001547725,PE,26.0,M,0.0,1,0,498.1,620.4,531.2,545.7,0,440.0,B,B,2.0,B,C,A,B,A,B,B,A,A,1383.4201378966045,2195.4,2635.4
66020,170002101172,SC,20.0,F,0.0,1,0,593.3,550.1,572.7,695.2,1,600.0,D,F,4.0,D,D,C,E,A,D,B,A,D,4978.808616531111,2411.3,3011.3
63130,170000133604,RJ,16.0,F,0.0,3,1,618.5,606.7,608.0,695.3,0,840.0,F,F,3.0,C,C,C,E,A,D,B,C,D,14075.322112835707,2528.5,3368.5
108613,170000375100,DF,27.0,F,0.0,4,0,492.2,355.1,465.6,391.8,1,420.0,A,A,5.0,B,C,A,B,A,B,B,D,A,958.2977552079304,1704.7,2124.7
128633,170001516037,PR,16.0,F,0.0,3,1,550.2,479.2,518.0,481.0,0,480.0,F,G,4.0,E,D,B,E,B,D,B,C,D,20503.85636045468,2028.4,2508.4
112715,170005919384,RS,18.0,F,0.0,2,0,406.0,544.0,488.8,458.5,1,560.0,E,F,3.0,B,C,B,D,A,B,A,B,A,5228.324050304669,1897.3,2457.3
68338,170000692648,MG,19.0,M,0.0,2,0,641.8,672.8,575.1,589.6,0,580.0,E,F,3.0,C,D,B,E,A,B,B,B,D,5502.537626481662,2479.3,3059.3
195736,170004846786,MG,42.0,M,1.0,1,0,632.9,653.9,601.1,634.8,0,520.0,B,C,5.0,C,D,A,D,B,C,B,A,A,1717.3690352513001,2522.7,3042.7
24022,170006336106,MS,18.0,F,0.0,1,0,615.6,630.7,555.6,594.4,1,720.0,E,E,3.0,C,C,B,C,A,C,B,A,A,6144.163481078896,2396.3,3116.3
60786,170003149832,SP,20.0,M,0.0,1,0,536.6,436.4,581.7,536.5,0,600.0,B,E,3.0,B,D,B,D,B,C,B,A,A,2491.474633786062,2091.2,2691.2
9690,170001582616,SP,19.0,F,0.0,1,0,416.8,402.0,504.9,417.1,0,420.0,E,C,2.0,B,C,A,C,A,A,A,A,A,1097.05274282731,1740.7999999999995,2160.8
13342,170000626610,AM,19.0,F,0.0,2,0,530.6,408.7,428.7,448.5,1,0.0,H,C,7.0,B,B,A,A,A,A,A,B,A,0.0,1816.5,1816.5
150995,170005540390,CE,17.0,M,0.0,2,0,540.4,602.9,544.1,581.1,1,660.0,E,E,3.0,C,D,B,D,A,B,B,B,D,985.5911038832184,2268.5,2928.5
164847,170003168492,RN,25.0,M,0.0,1,0,499.5,447.6,443.5,420.0,1,380.0,E,C,3.0,D,C,B,C,A,B,B,A,A,1036.5971437898206,1810.6,2190.6
65395,170002232206,RJ,18.0,F,0.0,2,0,442.1,495.8,446.1,449.1,1,600.0,D,C,4.0,B,C,A,D,A,B,A,B,A,3259.9899599789464,1833.1,2433.1
178023,170003518697,PE,37.0,M,,1,0,590.2,519.5,518.0,396.2,1,480.0,C,A,2.0,B,C,B,C,A,B,B,A,A,1387.3250145466625,2023.9,2503.9
126725,170006132325,MG,18.0,M,0.0,2,0,542.3,439.6,559.6,497.5,0,580.0,C,E,4.0,B,D,A,C,A,B,B,B,A,302.7519215726216,2039.0,2619.0
47228,170004024151,SP,17.0,F,0.0,2,0,472.4,552.2,527.4,497.6,0,560.0,B,E,3.0,C,D,A,C,B,B,B,B,A,3463.370935790245,2049.6,2609.6
32632,170004568424,RO,33.0,F,0.0,1,0,412.0,467.4,338.6,498.3,1,240.0,B,B,4.0,B,B,A,B,A,A,A,A,A,0.0,1716.3,1956.3
19336,170004985913,GO,18.0,F,0.0,3,0,432.6,461.0,471.2,448.8,1,540.0,G,B,7.0,B,D,B,C,A,A,A,B,A,1122.6909226983612,1813.6,2353.6
125636,170003760167,CE,17.0,M,0.0,2,0,383.1,473.7,468.8,465.2,1,520.0,D,D,4.0,B,C,A,B,A,A,A,B,A,931.1612874527988,1790.8,2310.8
58878,170002130490,PE,24.0,F,0.0,1,0,447.1,389.4,413.6,384.7,1,620.0,D,C,7.0,B,C,A,B,A,A,A,A,A,1191.85610701606,1634.8,2254.8
66367,170000613273,PA,17.0,M,0.0,2,0,573.5,596.6,535.6,523.1,1,560.0,E,E,4.0,B,C,A,E,A,B,B,C,A,1267.2690759953693,2228.8,2788.8
167745,170002075185,GO,19.0,F,0.0,1,0,499.2,518.4,518.0,485.3,1,440.0,B,B,4.0,B,C,A,D,A,B,B,A,A,1074.7152204811043,2020.9,2460.9
96219,170000390219,CE,20.0,M,0.0,1,0,379.5,431.0,536.2,518.2,1,600.0,A,D,3.0,B,C,A,D,A,A,B,A,A,395.64344159596396,1864.9,2464.9
134488,170004595367,PA,18.0,M,0.0,1,0,599.3,565.3,558.0,581.2,0,620.0,D,D,7.0,B,C,A,E,B,A,B,A,A,358.6576677513948,2303.8,2923.8
174496,170005964231,PB,17.0,M,0.0,2,0,432.9,432.0,432.1,426.4,1,480.0,D,D,5.0,B,C,A,C,A,B,B,B,A,513.4324612049119,1723.4,2203.4
88551,170003555053,PE,21.0,F,0.0,1,0,480.6,410.1,472.1,456.1,1,400.0,D,C,3.0,B,D,A,B,B,B,B,A,A,1355.9291672502775,1818.9,2218.9
139297,170000089992,AM,27.0,M,0.0,1,0,580.4,477.2,462.1,486.9,1,540.0,D,G,4.0,B,C,A,E,A,A,A,A,A,3169.997282058925,2006.6,2546.6
91104,170001140234,PB,20.0,M,0.0,1,0,493.9,418.4,323.3,494.2,1,380.0,B,B,9.0,B,D,A,A,A,A,A,A,A,62.46099468336658,1729.8,2109.8
142636,170000586629,SP,17.0,M,0.0,2,0,441.4,593.3,557.2,402.7,1,380.0,C,E,10.0,B,C,B,E,A,B,B,B,A,951.3232727494387,1994.6,2374.6
103988,170001984119,SP,17.0,M,0.0,2,0,563.4,541.3,538.1,538.2,0,0.0,E,F,7.0,C,E,D,E,B,C,B,B,D,4272.799072819985,2181.0,2181.0
45070,170003616582,SE,18.0,M,0.0,2,0,514.5,511.5,578.9,521.4,1,420.0,C,D,4.0,B,C,A,C,A,B,B,B,A,1786.0532888965308,2126.3,2546.3
174631,170005799847,SP,18.0,M,0.0,1,0,400.4,508.2,468.8,522.7,0,380.0,B,E,5.0,B,D,A,C,A,A,A,A,A,555.4560677461686,1900.1,2280.1
182916,170002276498,AC,22.0,F,0.0,1,0,517.0,585.7,537.6,523.8,1,560.0,C,D,3.0,B,C,A,D,A,D,B,A,A,1313.0867030880245,2164.100000000001,2724.100000000001
66658,170002780356,SP,16.0,M,0.0,3,1,524.4,618.2,594.2,690.5,0,620.0,F,G,3.0,D,D,B,C,B,C,B,C,A,11185.56878592688,2427.3,3047.3
3851,170004292207,BA,17.0,F,0.0,2,0,445.0,456.4,488.4,457.7,1,540.0,A,B,3.0,B,D,A,D,A,A,B,B,A,1380.4061267004363,1847.5,2387.5
136317,170002042472,PI,17.0,F,0.0,2,0,394.6,482.8,456.9,452.3,1,360.0,C,C,4.0,B,D,A,B,A,A,A,B,A,0.0,1786.6,2146.600000000001
180630,170002919484,SP,16.0,F,0.0,3,1,504.3,602.4,610.2,526.9,0,600.0,E,E,3.0,B,C,B,C,B,B,B,C,D,196.6624161098312,2243.8,2843.8
141015,170003513246,GO,17.0,M,0.0,2,0,406.2,551.8,465.1,652.5,1,560.0,E,H,4.0,B,C,A,D,A,B,B,B,A,2529.625669976864,2075.6,2635.6
159574,170002911040,PE,21.0,F,0.0,1,0,608.3,639.4,600.1,692.7,1,620.0,B,C,5.0,B,D,B,D,A,A,B,A,A,1415.3097537244828,2540.5,3160.5
32973,170001489308,PR,20.0,M,0.0,2,0,511.2,465.6,519.2,378.1,0,420.0,B,D,7.0,B,D,A,E,A,B,B,C,A,1312.9977119857679,1874.1,2294.1
21278,170003815876,PR,17.0,M,0.0,2,0,590.6,592.8,559.2,610.7,0,580.0,C,C,4.0,B,C,C,E,A,B,B,B,A,3042.5792813491607,2353.3,2933.3
179148,170002810844,PB,31.0,F,1.0,1,0,401.8,496.2,424.0,392.5,1,0.0,A,C,4.0,B,D,A,B,A,A,A,A,A,0.0,1714.5,1714.5
91433,170002602610,RS,22.0,M,0.0,1,0,532.6,475.6,534.9,435.5,1,0.0,C,D,4.0,B,D,B,B,A,A,B,A,E,187.65066991248563,1978.6,1978.6
141788,170004534395,SP,18.0,F,0.0,2,0,403.8,366.8,439.2,435.0,1,260.0,B,B,5.0,B,D,B,D,A,A,A,B,A,894.4542617149596,1644.8,1904.8
94193,170004873686,MG,19.0,F,0.0,1,0,386.7,541.2,503.2,603.5,0,580.0,D,G,4.0,B,B,B,C,A,B,B,A,A,2961.8412803593537,2034.6,2614.600000000001
140278,170003421733,SP,42.0,F,1.0,1,0,492.8,467.0,530.3,455.7,0,460.0,A,A,4.0,C,D,A,C,A,B,B,A,A,575.674629635744,1945.8,2405.8
134228,170006546377,MA,26.0,F,0.0,1,0,491.2,494.9,524.1,436.6,1,560.0,B,C,4.0,C,E,A,B,A,A,B,A,A,842.0497300963499,1946.8,2506.8
38678,170003834871,SP,17.0,M,0.0,2,0,554.4,556.2,522.5,480.9,1,600.0,E,E,2.0,B,C,B,C,A,A,A,B,D,2587.7462154485106,2114.0,2714.0
3054,170002022078,PE,20.0,M,0.0,2,0,394.3,459.7,318.0,454.7,1,0.0,H,E,5.0,D,E,B,E,A,A,B,B,A,4658.020083468692,1626.7,1626.7
128326,170002055572,MA,18.0,F,0.0,2,0,579.3,620.5,578.2,623.9,0,720.0,E,E,5.0,B,C,B,E,B,A,B,B,B,1023.6735243499272,2401.9,3121.9
77986,170000544001,MG,20.0,F,0.0,1,0,400.3,406.3,511.0,637.9,1,820.0,C,C,6.0,B,D,C,D,A,A,A,A,A,1433.8049869663962,1955.5,2775.5
125532,170000733429,SP,26.0,M,1.0,4,0,580.3,548.7,533.4,388.6,1,360.0,D,B,2.0,B,B,A,C,A,B,B,D,A,3033.2799307488845,2051.0,2411.0
94142,170005238519,PA,17.0,F,0.0,3,1,452.1,399.0,445.9,519.0,1,520.0,A,A,2.0,B,D,A,B,A,A,B,C,A,1105.2651866033416,1816.0,2336.0
73385,170000752181,RN,16.0,F,0.0,3,1,430.1,382.6,471.7,412.0,0,500.0,B,E,4.0,B,C,A,C,A,A,A,C,A,401.39461088829637,1696.4,2196.4
130252,170000887426,PE,19.0,M,0.0,2,0,462.6,526.9,489.1,394.9,1,0.0,B,E,5.0,C,D,B,E,A,B,A,B,A,2490.9921063849147,1873.5,1873.5
147819,170003149550,AL,16.0,M,0.0,3,1,525.4,490.5,445.0,604.4,0,520.0,G,D,4.0,E,E,D,E,B,C,B,C,D,9654.605606106175,2065.3,2585.3
44956,170005723919,CE,19.0,M,0.0,1,0,449.4,517.9,535.7,591.7,1,620.0,A,E,4.0,B,C,A,E,A,C,A,A,A,1795.9554591015876,2094.7,2714.7
137416,170003970686,SE,16.0,F,0.0,2,0,570.3,589.2,499.2,647.0,1,540.0,E,C,8.0,B,C,A,C,B,A,B,B,A,717.7814269778619,2305.7,2845.7
117203,170003257073,PE,23.0,M,0.0,1,0,544.2,545.1,524.4,599.3,0,600.0,B,C,4.0,B,C,A,D,A,A,B,A,A,438.1046177660188,2213.0,2813.0
104947,170002845323,SC,17.0,F,0.0,3,1,417.2,448.2,504.6,539.2,0,620.0,D,E,3.0,B,C,B,D,A,C,B,C,A,4630.376738847576,1909.2,2529.2
148581,170002930419,TO,17.0,F,0.0,2,0,455.1,385.5,377.9,465.9,0,400.0,B,B,4.0,B,C,B,C,A,A,A,B,A,1798.3867902163452,1684.4,2084.4
90962,170003809063,RJ,25.0,M,0.0,1,0,564.6,631.2,649.0,708.3,1,540.0,G,G,4.0,C,D,B,D,A,B,B,A,A,9431.346457682988,2553.100000000001,3093.1000000000013
191201,170004126718,SP,18.0,M,0.0,1,0,558.8,523.5,492.4,541.1,0,500.0,C,D,4.0,B,B,A,C,A,B,B,A,A,1315.1372352754038,2115.8,2615.8
86581,170002668041,MG,21.0,M,0.0,1,0,485.4,555.1,516.7,484.0,1,580.0,B,C,3.0,B,D,C,C,A,B,B,A,A,1968.6843139017087,2041.2,2621.2
3076,170002944762,TO,17.0,F,0.0,2,0,414.5,529.4,486.7,460.5,1,300.0,B,B,3.0,B,B,A,A,A,A,A,B,A,1318.2004715097225,1891.1,2191.1
28556,170001238217,MA,16.0,F,0.0,3,1,427.2,463.6,442.2,421.8,1,500.0,H,E,5.0,A,C,A,B,A,A,A,C,A,0.0,1754.8,2254.8
79836,170003826891,GO,30.0,M,0.0,1,0,587.2,541.2,475.8,522.4,1,560.0,B,E,5.0,A,D,A,D,A,B,A,A,C,4937.398179780419,2126.6,2686.6
187960,170003317626,RS,16.0,F,0.0,3,1,599.0,494.0,581.1,683.6,0,520.0,G,E,4.0,C,D,B,E,A,C,B,C,D,4705.224130841582,2357.7,2877.7
196836,170000713132,RJ,19.0,F,0.0,2,0,522.1,588.4,540.4,496.1,1,580.0,H,E,3.0,B,C,A,C,A,A,B,B,D,692.5625163640958,2147.0,2727.0
130446,170004685572,SE,20.0,M,0.0,2,0,446.3,625.3,578.5,759.3,0,800.0,C,B,2.0,C,D,B,C,B,C,B,B,A,1490.8162216997187,2409.4,3209.4
47477,170003898678,BA,16.0,M,0.0,3,1,561.9,561.2,465.0,651.0,1,400.0,C,D,3.0,A,B,A,B,A,A,A,C,A,0.0,2239.1,2639.1
12222,170005324583,RJ,17.0,M,0.0,2,0,453.0,503.1,532.4,586.2,0,600.0,D,D,4.0,B,C,A,D,A,B,B,B,A,1206.5142751493345,2074.7,2674.7
179032,170003359389,MT,20.0,F,0.0,1,0,516.6,478.1,481.4,378.8,1,0.0,B,E,5.0,B,D,A,C,A,B,B,A,A,1108.3244312859542,1854.9,1854.9
28275,170002707288,AL,19.0,M,0.0,1,0,491.1,534.6,500.2,524.9,1,580.0,A,A,6.0,B,D,A,B,A,A,A,A,A,713.4643438078482,2050.8,2630.8
116085,170006380394,SP,21.0,F,1.0,1,0,442.3,403.8,484.3,584.5,1,500.0,C,E,2.0,B,B,B,C,A,B,B,A,A,1252.608364359332,1914.9,2414.9
127905,170003026299,PE,22.0,M,0.0,1,0,536.3,491.9,512.7,523.9,1,500.0,B,B,3.0,B,C,A,B,A,B,B,A,A,12.714470899383011,2064.8,2564.8
96601,170003258503,MG,28.0,F,0.0,1,0,509.3,571.7,538.3,500.6,0,580.0,F,F,5.0,B,C,A,E,A,C,A,A,A,1263.1336768496362,2119.9,2699.9
1426,170004800848,MG,17.0,F,0.0,3,1,537.1,543.0,503.3,561.2,1,620.0,G,F,6.0,E,E,E,E,B,E,B,C,D,8535.714929408072,2144.6,2764.6
145507,170005876372,GO,16.0,M,0.0,3,1,397.1,502.9,495.0,470.9,0,560.0,C,D,3.0,C,D,B,D,A,B,B,C,A,1750.5121780577426,1865.9,2425.9
129479,170006412588,RJ,32.0,F,1.0,1,0,575.5,460.3,512.0,383.9,1,720.0,B,B,4.0,B,C,B,C,A,B,B,A,A,4283.656321271047,1931.7,2651.7
45697,170000231814,SP,17.0,M,0.0,3,1,482.0,406.1,416.0,414.5,1,480.0,D,D,5.0,B,C,B,D,B,B,B,C,A,1660.6841943218592,1718.6,2198.6
7813,170002542557,RJ,31.0,M,0.0,1,0,490.1,640.8,578.5,579.2,1,500.0,A,B,3.0,B,B,A,C,A,B,B,A,A,143.3771310091208,2288.600000000001,2788.6000000000013
54576,170003367018,RS,44.0,M,2.0,1,0,643.7,637.4,575.1,617.1,0,680.0,B,B,1.0,C,C,B,B,A,B,B,A,B,3850.563728209901,2473.3,3153.3
164337,170001747876,PA,22.0,F,0.0,1,0,514.4,361.0,510.0,468.6,1,0.0,E,E,7.0,B,D,B,D,B,B,B,A,A,1073.2131271452306,1854.0,1854.0
52940,170002052224,MA,17.0,M,0.0,2,0,556.5,510.4,529.2,482.9,1,640.0,C,E,2.0,B,C,A,B,A,A,A,B,A,675.8870858165243,2079.0,2719.0
169827,170003438249,MT,16.0,M,0.0,2,0,427.9,424.5,456.9,457.3,1,360.0,F,E,4.0,C,D,B,D,A,C,B,B,B,1841.7057860671466,1766.6,2126.6
115373,170002765791,TO,17.0,F,0.0,3,1,520.9,396.2,497.1,485.9,1,500.0,D,E,4.0,B,C,A,D,A,A,B,C,A,1624.9928552204328,1900.1,2400.1
133823,170000025773,TO,16.0,M,0.0,3,1,445.1,511.4,472.8,413.0,1,500.0,D,D,7.0,B,D,A,C,A,A,B,C,A,696.8575141707312,1842.3,2342.3
29440,170000212437,RJ,17.0,F,,2,0,460.7,501.0,527.3,446.0,1,520.0,H,C,3.0,B,C,B,D,B,A,B,B,A,1314.47749622952,1935.0,2455.0
25570,170003844138,PI,18.0,M,0.0,1,0,567.4,547.6,514.3,597.7,1,660.0,C,E,4.0,B,C,A,C,A,B,B,A,A,1009.2814710956732,2227.0,2887.0
199061,170003957035,GO,19.0,F,0.0,2,0,410.2,369.6,305.8,428.2,1,440.0,C,C,6.0,B,D,B,E,B,B,B,B,A,379.70768140379647,1513.8,1953.8
875,170005808503,AL,18.0,M,0.0,2,0,422.2,439.2,403.2,410.6,1,420.0,E,E,4.0,B,C,B,D,B,A,B,B,C,2535.261847361937,1675.1999999999994,2095.2
22761,170003463671,BA,14.0,M,0.0,3,1,579.6,650.6,633.8,698.2,0,720.0,E,G,4.0,B,D,B,D,A,B,B,C,A,2276.570808066311,2562.2,3282.2
166085,170000320500,RO,42.0,M,,1,0,454.1,450.3,399.4,461.0,0,0.0,A,A,2.0,B,C,A,B,B,A,B,A,A,1290.7818604338365,1764.8000000000006,1764.8000000000006
154181,170002740155,BA,17.0,F,0.0,2,0,529.5,483.0,501.2,464.0,1,500.0,C,E,3.0,B,C,A,C,A,B,B,B,A,128.87859504906908,1977.7,2477.7
98030,170005729879,RN,20.0,M,0.0,1,0,569.6,596.4,539.2,578.9,0,680.0,C,A,3.0,B,D,A,C,A,B,B,A,A,240.94244116909059,2284.1,2964.1
186005,170005718944,PR,19.0,F,0.0,1,0,540.1,547.5,543.3,492.2,1,700.0,C,E,3.0,B,C,B,D,A,B,B,A,A,1571.992746099628,2123.1,2823.1
123694,170003745772,RJ,19.0,F,0.0,1,0,450.2,433.3,475.4,451.7,0,400.0,B,D,3.0,B,C,A,C,A,A,A,A,A,1267.8867333142446,1810.6,2210.600000000001
20448,170003871401,SP,17.0,M,0.0,2,0,406.3,517.7,506.3,565.8,0,480.0,E,E,3.0,C,C,B,D,A,B,B,B,A,1448.6050177843072,1996.1,2476.1
18540,170006428557,MG,19.0,M,0.0,1,0,457.6,345.1,422.4,437.5,0,440.0,E,E,3.0,B,C,B,D,A,B,A,A,A,1014.0884245002356,1662.6,2102.6
179681,170001639945,SP,36.0,M,1.0,1,0,514.1,527.9,472.1,549.0,0,520.0,A,E,4.0,B,C,A,C,A,A,A,A,A,1593.6673677325346,2063.1,2583.1
13105,170002771943,ES,28.0,M,0.0,1,0,563.2,618.9,549.8,493.1,1,0.0,C,E,3.0,B,C,A,D,B,B,B,A,A,1965.5281265513427,2225.0,2225.0
6055,170000165447,AL,18.0,F,0.0,1,0,393.6,421.9,490.1,534.5,1,520.0,A,H,4.0,B,C,A,C,A,A,B,A,A,0.0,1840.1,2360.1
168085,170001197303,MG,18.0,F,0.0,2,0,427.6,385.7,448.0,445.7,1,480.0,C,C,4.0,C,D,B,E,A,A,B,B,A,1462.2968050940806,1707.0,2187.0
112390,170003881107,MA,19.0,F,0.0,1,0,529.6,434.4,518.6,434.2,1,660.0,A,E,4.0,A,C,A,B,A,A,A,A,A,13.110074488614776,1916.8,2576.8
75836,170000368454,CE,17.0,M,0.0,2,0,408.5,378.2,474.6,549.6,0,560.0,C,E,4.0,C,D,B,D,A,B,A,B,D,961.4082934671949,1810.9,2370.9
45241,170003399955,SP,37.0,F,0.0,1,0,560.2,555.5,452.4,521.7,0,400.0,B,B,1.0,B,B,A,B,A,B,B,A,A,0.0,2089.8,2489.8
126895,170000390708,SP,25.0,M,0.0,1,0,539.5,596.7,535.8,483.5,0,520.0,H,B,2.0,B,C,A,C,B,B,B,A,A,1056.2943338300333,2155.5,2675.5
123923,170001964126,BA,18.0,F,0.0,2,0,391.1,523.4,533.3,561.3,0,560.0,E,B,4.0,B,D,B,D,A,B,A,B,A,291.21381537470614,2009.1,2569.1
122905,170006431013,BA,18.0,M,0.0,3,0,585.8,594.9,608.4,654.9,0,620.0,E,D,4.0,B,C,B,D,B,B,B,C,A,739.7132315544209,2444.0,3064.0
128415,170000811435,MA,23.0,F,0.0,1,0,430.2,403.3,464.7,415.4,1,560.0,E,G,5.0,B,C,B,E,A,A,B,A,C,2297.2973933514113,1713.6,2273.6
98632,170003292124,PA,16.0,F,0.0,3,1,391.8,433.6,551.6,437.6,1,580.0,H,D,3.0,B,C,A,C,A,A,A,C,D,91.53014808106829,1814.6,2394.6
110751,170004383928,SP,39.0,F,1.0,1,0,406.9,487.6,480.6,359.4,1,480.0,C,D,5.0,C,C,B,E,B,C,B,A,A,7036.97919664718,1734.5,2214.5
13629,170004776101,ES,20.0,F,0.0,2,0,423.9,422.3,425.3,371.5,0,460.0,C,C,4.0,B,C,A,D,B,B,B,B,A,1.3397623684671822,1643.0,2103.0
91155,170001797345,SP,17.0,F,0.0,2,0,590.0,528.2,566.3,653.1,1,700.0,E,F,4.0,D,C,B,E,B,E,B,B,A,2951.800536487512,2337.6,3037.6
138840,170002155710,MG,18.0,M,0.0,2,0,449.9,581.5,537.0,524.6,0,620.0,D,E,4.0,C,D,C,E,B,C,B,B,A,16967.6884346742,2093.0,2713.0
124706,170006278375,MG,19.0,F,0.0,1,0,481.9,605.8,565.3,475.8,1,500.0,C,D,4.0,B,C,B,C,A,B,B,A,A,2584.7614687685127,2128.8,2628.8
57562,170006684416,SC,28.0,M,1.0,1,0,430.2,595.6,566.5,697.2,0,520.0,F,E,2.0,B,B,B,C,A,A,B,A,A,2106.4197088773467,2289.5,2809.5
186565,170005521618,RJ,18.0,F,0.0,2,0,443.6,491.4,418.0,435.5,0,600.0,C,E,4.0,B,C,B,E,A,A,A,B,A,983.5585712140078,1788.5,2388.5
